IDENTIDADE;STATUS;UF;SEXO;ESCOLARIDADE;ESTCIV;RENDA;NATUREZA;REGIAO;IDADE
LC_13570;admpl;SP;F;superior;casado;451;empregado;E;43
LC_13571;inad;MG;M;superior;solt;871;autonomo;A;39
LC_13572;admpl;SP;M;superior;solt;1916;empregado;D;51
LC_13573;admpl;SP;M;superior;viuvo;2009;empregado;E;42
LC_13574;admpl;SP;F;superior;outros;2680;autonomo;E;49
LC_13575;inad;MG;M;secundario;solt;2735;empregado;E;45
LC_13576;admpl;MG;M;secundario;casado;1997;empregado;E;67
LC_13577;admpl;SP;F;secundario;solt;1172;empregado;B;33
LC_13578;admpl;SP;F;superior;solt;1206;empregado;D;68
LC_13579;admpl;SP;F;primario;solt;670;autonomo;F;60
LC_13580;admpl;SP;F;secundario;casado;1424;outros;B;58
LC_13581;admpl;SP;F;superior;outros;774;outros;C;60
LC_13582;admpl;SP;F;superior;casado;1078;empregado;E;59
LC_13583;inad;MG;M;secundario;casado;8040;empregado;F;47
LC_13584;admpl;SP;M;primario;solt;809;empregado;E;60
LC_13585;admpl;SP;F;primario;viuvo;670;empregado;F;32
LC_13586;admpl;SP;F;superior;solt;1340;empregado;E;33
LC_13587;admpl;SP;F;posgrad;casado;1750;outros;E;42
LC_13588;admpl;SP;M;primario;solt;508;empregado;F;59
LC_13589;admpl;SP;F;posgrad;casado;953;empregado;E;59
LC_13590;inad;SP;M;primario;solt;537;empregado;E;54
LC_13591;admpl;SP;F;secundario;casado;8228;empregado;E;38
LC_13592;admpl;SP;F;posgrad;casado;1608;empregado;E;38
LC_13593;admpl;SP;F;primario;solt;893;empregado;B;64
LC_13594;inad;SP;M;primario;solt;1409;empregado;F;40
LC_13595;admpl;SP;M;superior;solt;1345;empregado;C;53
LC_13596;admpl;SP;M;superior;solt;1374;empregado;E;63
LC_13597;admpl;SP;F;superior;casado;2257;empregado;D;41
LC_13598;admpl;SP;F;superior;casado;3993;empregado;E;38
LC_13599;admpl;SP;F;secundario;casado;748;empregado;F;48
LC_13600;admpl;SP;F;superior;solt;754;outros;D;55
LC_13601;admpl;SP;F;secundario;solt;202;empregado;E;41
LC_13602;inad;SP;F;primario;solt;1554;outros;E;38
LC_13603;admpl;SP;F;primario;casado;562;empregado;E;38
LC_13604;admpl;SP;M;secundario;casado;3447;empregado;B;37
LC_13605;admpl;SP;M;primario;solt;799;outros;E;68
LC_13606;admpl;SP;M;secundario;solt;1340;empregado;B;43
LC_13607;admpl;SP;M;superior;solt;1192;empregado;E;54
LC_13608;admpl;SP;F;secundario;casado;1152;empregado;E;62
LC_13609;admpl;SP;F;primario;solt;412;outros;D;55
LC_13610;admpl;SP;M;superior;solt;1005;outros;D;61
LC_13611;admpl;SP;F;superior;solt;668;outros;E;42
LC_13612;inad;SP;M;superior;solt;1944;outros;D;69
LC_13613;inad;SP;M;superior;solt;1474;empregado;E;31
LC_13614;admpl;SP;F;secundario;solt;1612;empregado;B;56
LC_13615;admpl;SP;M;secundario;solt;4548;empregado;B;68
LC_13616;inad;SP;M;secundario;solt;11390;outros;F;55
LC_13617;admpl;SP;M;primario;solt;759;empregado;E;40
LC_13618;admpl;SP;M;superior;solt;3216;empregado;B;44
LC_13619;inad;SP;M;secundario;solt;6756;empregado;D;62
LC_13620;inad;SP;M;secundario;solt;9784;empregado;C;64
LC_13621;admpl;SP;F;primario;outros;573;outros;F;69
LC_13622;inad;SP;M;primario;divorciado;529;autonomo;F;50
LC_13623;admpl;SP;F;secundario;casado;2680;empregado;B;46
LC_13624;admpl;SP;F;secundario;casado;971;outros;D;50
LC_13625;admpl;SP;M;secundario;casado;2010;outros;D;59
LC_13626;admpl;SP;M;superior;solt;2144;outros;C;32
LC_13627;admpl;SP;M;secundario;solt;3082;empregado;F;36
LC_13628;inad;SP;M;posgrad;solt;858;empregado;E;37
LC_13629;inad;MG;M;superior;solt;5055;empregado;B;66
LC_13630;inad;SP;F;secundario;solt;2417;empregado;C;46
LC_13631;admpl;SP;M;superior;solt;4020;outros;F;33
LC_13632;admpl;SP;F;primario;casado;362;empregado;E;42
LC_13633;admpl;SP;M;primario;viuvo;2425;empregado;E;62
LC_13634;inad;SP;M;superior;solt;750;autonomo;B;48
LC_13635;admpl;SP;M;posgrad;solt;670;empregado;E;31
LC_13636;admpl;SP;F;secundario;viuvo;2169;empregado;B;57
LC_13637;admpl;SP;F;primario;divorciado;620;empregado;E;37
LC_13638;admpl;SP;F;posgrad;solt;1608;empregado;B;32
LC_13639;inad;SP;M;superior;solt;6432;empregado;C;35
LC_13640;admpl;SP;F;superior;solt;2193;empregado;E;69
LC_13641;admpl;SP;F;posgrad;solt;1;empregado;B;56
LC_13642;admpl;SP;F;secundario;solt;2157;empregado;B;69
LC_13643;admpl;SP;F;superior;casado;2144;outros;F;36
LC_13644;admpl;SP;M;posgrad;solt;2335;empregado;B;69
LC_13645;admpl;SP;F;superior;casado;1100;empregado;F;43
LC_13646;admpl;SP;F;secundario;solt;7599;outros;B;31
LC_13647;admpl;SP;M;secundario;casado;10407;outros;B;53
LC_13648;admpl;SP;M;primario;solt;804;outros;F;60
LC_13649;admpl;SP;F;superior;solt;1711;empregado;B;39
LC_13650;inad;SP;M;secundario;solt;1822;empregado;F;67
LC_13651;inad;SP;F;primario;solt;1459;outros;A;47
LC_13652;admpl;SP;F;secundario;casado;580;autonomo;E;52
LC_13653;admpl;SP;M;superior;solt;2306;outros;F;62
LC_13654;admpl;SP;F;posgrad;solt;5360;outros;B;35
LC_13655;admpl;SP;M;primario;solt;6030;empregado;F;51
LC_13656;admpl;SP;F;secundario;casado;10860;empregado;B;68
LC_13657;admpl;SP;M;superior;solt;3086;empregado;B;58
LC_13658;admpl;SP;F;posgrad;solt;1495;empregado;B;30
LC_13659;inad;SP;F;posgrad;divorciado;2948;empregado;F;63
LC_13660;admpl;SP;F;superior;solt;931;empregado;F;48
LC_13661;admpl;SP;M;superior;casado;2033;empregado;F;31
LC_13662;admpl;SP;F;posgrad;casado;2948;empregado;B;42
LC_13663;admpl;SP;F;secundario;solt;1735;outros;F;39
LC_13664;admpl;SP;F;superior;solt;1340;empregado;F;54
LC_13665;admpl;SP;F;primario;solt;608;empregado;E;32
LC_13666;admpl;SP;F;secundario;casado;1865;outros;D;59
LC_13667;admpl;SP;M;primario;solt;964;outros;E;65
LC_13668;admpl;SP;M;primario;casado;1719;empregado;C;53
LC_13669;admpl;SP;F;secundario;solt;5092;empregado;B;54
LC_13670;inad;SP;M;primario;solt;1587;autonomo;F;40
LC_13671;inad;SP;M;primario;solt;1800;outros;C;45
LC_13672;admpl;SP;M;secundario;casado;4289;empregado;E;44
LC_13673;admpl;SP;F;primario;solt;268;outros;F;58
LC_13674;admpl;SP;M;superior;casado;2144;empregado;B;37
LC_13675;admpl;SP;F;superior;solt;1058;empregado;F;62
LC_13676;admpl;SP;F;superior;solt;569;outros;B;49
LC_13677;admpl;SP;F;superior;solt;2115;empregado;E;50
LC_13678;inad;SP;M;primario;casado;1608;outros;A;50
LC_13679;admpl;SP;M;primario;solt;1259;empregado;F;55
LC_13680;admpl;SP;M;primario;solt;491;empregado;E;43
LC_13681;inad;SP;M;superior;solt;1486;empregado;F;50
LC_13682;admpl;SP;M;superior;solt;3412;empregado;B;52
LC_13683;admpl;SP;F;primario;solt;670;autonomo;F;36
LC_13684;admpl;SP;F;secundario;solt;2039;empregado;D;33
LC_13685;admpl;SP;F;superior;solt;3484;empregado;F;52
LC_13686;admpl;SP;F;superior;casado;670;empregado;C;46
LC_13687;inad;SP;M;primario;solt;3503;empregado;C;30
LC_13688;admpl;SP;F;primario;solt;1900;empregado;E;45
LC_13689;admpl;SP;F;secundario;solt;1326;empregado;E;50
LC_13690;admpl;SP;F;secundario;solt;2144;empregado;B;42
LC_13691;admpl;SP;F;secundario;solt;1608;empregado;B;44
LC_13692;inad;SP;F;primario;solt;1072;empregado;F;57
LC_13693;admpl;SP;M;secundario;solt;4048;outros;B;64
LC_13694;inad;SP;M;secundario;solt;1206;empregado;F;45
LC_13695;inad;SP;M;superior;solt;2479;outros;C;59
LC_13696;inad;SP;M;primario;solt;1106;autonomo;C;38
LC_13697;admpl;SP;M;primario;casado;478;empregado;F;38
LC_13698;admpl;SP;F;superior;solt;3395;empregado;C;65
LC_13699;admpl;SP;M;primario;casado;1072;autonomo;F;51
LC_13700;admpl;SP;F;superior;solt;1742;empregado;B;63
LC_13701;admpl;SP;M;superior;solt;4020;outros;C;49
LC_13702;admpl;SP;M;secundario;solt;10497;empregado;C;37
LC_13703;admpl;SP;F;superior;solt;1344;outros;D;65
LC_13704;admpl;SP;M;superior;solt;2206;empregado;C;59
LC_13705;admpl;SP;M;superior;solt;2010;empregado;A;56
LC_13706;admpl;SP;F;secundario;viuvo;2031;empregado;D;33
LC_13707;admpl;SP;F;secundario;solt;1583;outros;D;39
LC_13708;admpl;SP;F;secundario;casado;10720;outros;B;58
LC_13709;admpl;SP;F;superior;solt;3350;empregado;B;39
LC_13710;admpl;SP;F;superior;casado;2412;empregado;E;46
LC_13711;admpl;SP;F;secundario;solt;2074;outros;E;49
LC_13712;inad;SP;F;superior;casado;2304;empregado;F;51
LC_13713;admpl;SP;F;superior;casado;1474;empregado;D;63
LC_13714;admpl;SP;F;secundario;casado;2814;outros;B;35
LC_13715;inad;SP;M;superior;solt;1646;empregado;E;50
LC_13716;admpl;SP;M;superior;casado;2680;outros;B;35
LC_13717;admpl;SP;F;posgrad;solt;938;autonomo;E;51
LC_13718;inad;SP;F;secundario;solt;6030;empregado;F;66
LC_13719;admpl;SP;F;superior;casado;2680;outros;C;44
LC_13720;admpl;SP;F;secundario;solt;2278;outros;F;53
LC_13721;admpl;SP;M;superior;solt;1244;empregado;E;32
LC_13722;admpl;SP;M;secundario;solt;6700;outros;F;40
LC_13723;admpl;SP;F;secundario;solt;2182;empregado;F;31
LC_13724;admpl;SP;F;superior;casado;1126;empregado;E;40
LC_13725;admpl;SP;M;primario;casado;2685;outros;F;49
LC_13726;admpl;SP;M;primario;solt;610;empregado;E;60
LC_13727;admpl;SP;F;superior;solt;710;outros;E;48
LC_13728;admpl;SP;F;primario;solt;598;empregado;F;58
LC_13729;admpl;SP;F;superior;solt;2412;empregado;B;56
LC_13730;inad;SP;M;superior;solt;972;empregado;C;64
LC_13731;admpl;SP;M;primario;outros;1006;empregado;F;42
LC_13732;admpl;SP;F;primario;viuvo;2227;outros;F;64
LC_13733;admpl;SP;M;secundario;solt;5735;empregado;B;69
LC_13734;admpl;SP;F;secundario;casado;3562;empregado;F;60
LC_13735;admpl;SP;F;secundario;casado;2688;outros;B;35
LC_13736;admpl;SP;M;secundario;solt;5125;empregado;B;62
LC_13737;admpl;SP;F;posgrad;casado;1688;outros;D;53
LC_13738;inad;SP;F;secundario;viuvo;2814;empregado;B;55
LC_13739;admpl;SP;F;superior;casado;1380;empregado;C;30
LC_13740;admpl;SP;M;secundario;casado;938;empregado;B;39
LC_13741;admpl;SP;F;superior;viuvo;1587;empregado;F;66
LC_13742;inad;MG;F;secundario;solt;520;empregado;B;55
LC_13743;admpl;SP;F;posgrad;casado;2010;outros;E;51
LC_13744;admpl;SP;F;secundario;solt;1340;empregado;D;47
LC_13745;admpl;SP;F;superior;solt;1133;outros;F;41
LC_13746;admpl;SP;F;posgrad;solt;1474;outros;D;60
LC_13747;admpl;SP;F;secundario;solt;804;empregado;B;52
LC_13748;admpl;SP;M;secundario;solt;14774;empregado;F;60
LC_13749;admpl;SP;F;primario;casado;873;empregado;D;58
LC_13750;admpl;SP;F;secundario;solt;7930;empregado;B;65
LC_13751;admpl;SP;F;superior;solt;1648;outros;D;33
LC_13752;inad;SP;F;superior;divorciado;1697;outros;A;36
LC_13753;admpl;SP;F;primario;divorciado;529;empregado;F;56
LC_13754;inad;SP;F;secundario;casado;8805;empregado;B;42
LC_13755;admpl;SP;F;superior;casado;840;empregado;E;56
LC_13756;admpl;SP;F;superior;solt;2210;empregado;B;68
LC_13757;admpl;SP;F;secundario;viuvo;5360;autonomo;C;58
LC_13758;admpl;SP;F;secundario;solt;2010;outros;B;38
LC_13759;admpl;SP;M;secundario;solt;8710;outros;C;44
LC_13760;admpl;SP;F;secundario;solt;2203;empregado;D;57
LC_13761;admpl;SP;M;secundario;casado;6030;outros;B;35
LC_13762;admpl;SP;F;secundario;outros;4170;empregado;D;64
LC_13763;admpl;SP;F;secundario;viuvo;8353;empregado;B;69
LC_13764;admpl;SP;F;secundario;solt;16632;empregado;F;46
LC_13765;admpl;SP;F;primario;solt;1822;empregado;E;68
LC_13766;admpl;SP;M;primario;viuvo;931;outros;E;52
LC_13767;admpl;SP;F;superior;casado;805;empregado;F;57
LC_13768;admpl;SP;M;primario;casado;938;outros;D;39
LC_13769;admpl;SP;F;secundario;solt;6581;empregado;B;66
LC_13770;admpl;SP;M;secundario;solt;7489;empregado;B;63
LC_13771;admpl;SP;F;superior;solt;2278;outros;B;39
LC_13772;admpl;SP;M;posgrad;solt;3174;outros;B;34
LC_13773;admpl;SP;M;superior;solt;2079;empregado;E;61
LC_13774;admpl;SP;F;superior;casado;1755;empregado;E;63
LC_13775;admpl;SP;F;secundario;casado;2186;empregado;D;37
LC_13776;admpl;SP;F;secundario;solt;3363;outros;D;69
LC_13777;admpl;SP;M;primario;solt;2412;outros;E;38
LC_13778;admpl;SP;M;primario;solt;2452;outros;C;55
LC_13779;admpl;SP;F;secundario;viuvo;2680;empregado;A;66
LC_13780;admpl;SP;F;superior;solt;942;empregado;B;48
LC_13781;inad;SP;M;secundario;solt;543;empregado;C;64
LC_13782;admpl;SP;F;primario;casado;2680;empregado;D;39
LC_13783;inad;SP;F;secundario;solt;1608;empregado;E;60
LC_13784;admpl;SP;F;primario;casado;493;empregado;E;59
LC_13785;admpl;SP;F;secundario;solt;2603;empregado;B;62
LC_13786;admpl;SP;F;primario;viuvo;1340;outros;F;36
LC_13787;admpl;SP;F;primario;casado;804;empregado;F;52
LC_13788;admpl;SP;F;superior;solt;1498;empregado;F;30
LC_13789;admpl;SP;F;secundario;solt;1742;empregado;B;36
LC_13790;admpl;SP;M;secundario;solt;16596;empregado;B;36
LC_13791;admpl;SP;M;superior;solt;1340;empregado;D;43
LC_13792;admpl;SP;F;secundario;casado;1402;empregado;C;49
LC_13793;admpl;SP;F;secundario;solt;1629;empregado;D;54
LC_13794;admpl;SP;M;primario;solt;968;outros;D;35
LC_13795;admpl;SP;F;secundario;solt;3099;empregado;B;67
LC_13796;admpl;SP;F;primario;solt;452;empregado;F;57
LC_13797;admpl;SP;F;superior;solt;1657;empregado;D;33
LC_13798;inad;SP;F;superior;solt;1940;autonomo;F;61
LC_13799;admpl;SP;M;posgrad;casado;8017;empregado;E;33
LC_13800;admpl;SP;M;secundario;casado;6262;empregado;B;50
LC_13801;admpl;SP;M;primario;casado;4020;outros;C;41
LC_13802;admpl;SP;F;primario;solt;732;empregado;E;67
LC_13803;admpl;SP;M;secundario;casado;2680;outros;C;49
LC_13804;admpl;SP;M;superior;solt;1474;empregado;F;58
LC_13805;admpl;SP;M;primario;solt;804;outros;F;62
LC_13806;admpl;SP;F;superior;casado;1350;empregado;E;39
LC_13807;admpl;SP;M;secundario;casado;12864;empregado;D;67
LC_13808;admpl;SP;F;secundario;solt;2680;empregado;E;32
LC_13809;admpl;SP;F;secundario;casado;804;outros;B;38
LC_13810;admpl;SP;F;posgrad;casado;14385;empregado;D;34
LC_13811;inad;SP;F;posgrad;solt;1384;empregado;B;55
LC_13812;admpl;SP;F;posgrad;solt;1840;empregado;B;36
LC_13813;inad;SP;F;secundario;solt;6870;empregado;A;51
LC_13814;inad;SP;M;superior;solt;804;autonomo;A;50
LC_13815;admpl;SP;F;secundario;casado;907;outros;E;69
LC_13816;admpl;SP;F;secundario;solt;5360;empregado;B;60
LC_13817;admpl;SP;F;secundario;solt;2680;outros;B;44
LC_13818;admpl;SP;F;secundario;solt;1742;outros;B;52
LC_13819;inad;SP;F;primario;casado;1;empregado;A;54
LC_13820;admpl;SP;M;superior;solt;6700;empregado;D;32
LC_13821;admpl;SP;F;superior;solt;1921;empregado;D;37
LC_13822;inad;SP;F;superior;solt;2023;empregado;E;58
LC_13823;admpl;SP;F;secundario;casado;452;empregado;B;45
LC_13824;admpl;SP;M;superior;solt;469;autonomo;E;49
LC_13825;admpl;SP;F;secundario;viuvo;3312;empregado;B;43
LC_13826;admpl;SP;M;primario;casado;1139;outros;E;36
LC_13827;admpl;SP;F;superior;viuvo;2278;empregado;C;32
LC_13828;admpl;SP;F;superior;casado;2386;empregado;F;42
LC_13829;admpl;SP;F;posgrad;solt;10746;empregado;C;64
LC_13830;admpl;SP;M;superior;solt;955;empregado;E;43
LC_13831;admpl;SP;F;secundario;solt;2010;empregado;C;69
LC_13832;admpl;SP;M;superior;solt;8710;autonomo;C;33
LC_13833;admpl;SP;F;superior;solt;2278;outros;E;58
LC_13834;inad;SP;M;superior;solt;1841;autonomo;A;41
LC_13835;admpl;SP;M;superior;solt;2509;empregado;B;66
LC_13836;admpl;SP;F;posgrad;casado;1015;empregado;D;66
LC_13837;admpl;SP;F;primario;solt;766;autonomo;E;62
LC_13838;admpl;SP;F;secundario;casado;2546;empregado;B;62
LC_13839;admpl;SP;F;primario;solt;745;empregado;F;39
LC_13840;admpl;SP;F;primario;casado;358;empregado;F;49
LC_13841;admpl;SP;F;secundario;casado;1929;empregado;B;39
LC_13842;admpl;SP;F;superior;solt;324;empregado;E;60
LC_13843;admpl;SP;F;superior;casado;1608;outros;C;47
LC_13844;admpl;SP;F;secundario;casado;2333;empregado;D;34
LC_13845;admpl;SP;F;primario;outros;1340;empregado;B;35
LC_13846;admpl;SP;M;secundario;solt;5967;empregado;C;65
LC_13847;inad;SP;M;superior;solt;357;empregado;C;45
LC_13848;admpl;SP;F;secundario;casado;1972;empregado;E;55
LC_13849;admpl;SP;F;primario;solt;696;autonomo;D;45
LC_13850;admpl;SP;F;secundario;casado;4154;empregado;B;48
LC_13851;admpl;SP;F;primario;casado;1005;empregado;E;40
LC_13852;admpl;SP;F;superior;casado;1072;empregado;E;35
LC_13853;admpl;SP;F;superior;solt;2546;outros;D;68
LC_13854;admpl;SP;F;superior;solt;687;empregado;E;54
LC_13855;inad;SP;M;secundario;solt;4020;autonomo;C;51
LC_13856;admpl;SP;M;secundario;solt;5360;empregado;B;66
LC_13857;admpl;SP;M;primario;solt;1340;empregado;F;64
LC_13858;inad;SP;M;superior;divorciado;5176;outros;F;51
LC_13859;inad;SP;M;secundario;casado;2317;empregado;E;60
LC_13860;admpl;SP;F;primario;solt;502;empregado;E;39
LC_13861;inad;SP;F;superior;solt;955;autonomo;A;49
LC_13862;inad;SP;M;primario;solt;2484;outros;C;59
LC_13863;admpl;SP;M;superior;solt;2010;empregado;F;68
LC_13864;admpl;SP;F;secundario;solt;6540;empregado;D;40
LC_13865;admpl;SP;M;secundario;solt;4279;empregado;D;45
LC_13866;admpl;SP;F;superior;casado;1676;empregado;E;47
LC_13867;admpl;SP;M;secundario;solt;4020;outros;B;37
LC_13868;admpl;SP;F;posgrad;casado;1567;empregado;E;65
LC_13869;admpl;SP;F;secundario;solt;871;empregado;C;42
LC_13870;admpl;SP;M;superior;casado;477;empregado;F;33
LC_13871;admpl;SP;F;superior;solt;7033;empregado;C;55
LC_13872;admpl;SP;M;superior;casado;938;outros;D;65
LC_13873;admpl;SP;M;primario;solt;613;outros;F;47
LC_13874;admpl;SP;M;secundario;solt;3350;empregado;F;40
LC_13875;admpl;SP;M;secundario;casado;3912;outros;B;47
LC_13876;admpl;SP;F;secundario;viuvo;735;empregado;E;33
LC_13877;admpl;SP;M;posgrad;casado;11390;empregado;D;60
LC_13878;admpl;SP;F;secundario;solt;3082;empregado;E;41
LC_13879;admpl;SP;F;secundario;solt;1340;outros;B;53
LC_13880;admpl;SP;M;posgrad;solt;12998;outros;B;54
LC_13881;admpl;SP;M;superior;solt;1439;empregado;C;41
LC_13882;admpl;SP;M;secundario;casado;5211;empregado;D;68
LC_13883;admpl;SP;M;superior;solt;1876;empregado;E;47
LC_13884;admpl;SP;M;secundario;casado;3470;outros;C;55
LC_13885;admpl;SP;F;secundario;casado;1999;empregado;D;48
LC_13886;inad;MG;F;primario;solt;2741;autonomo;A;40
LC_13887;admpl;SP;M;superior;solt;10139;empregado;E;60
LC_13888;admpl;SP;F;secundario;casado;5226;outros;B;65
LC_13889;inad;SP;M;primario;solt;9996;outros;F;31
LC_13890;admpl;SP;F;secundario;casado;1275;outros;E;32
LC_13891;admpl;SP;F;superior;solt;1340;outros;C;68
LC_13892;admpl;SP;F;primario;solt;3618;outros;C;67
LC_13893;admpl;SP;F;superior;casado;860;empregado;E;70
LC_13894;admpl;SP;F;secundario;solt;1052;empregado;B;37
LC_13895;admpl;SP;F;secundario;solt;2809;empregado;C;59
LC_13896;inad;SP;M;primario;solt;651;empregado;A;42
LC_13897;admpl;SP;M;secundario;solt;4070;outros;F;64
LC_13898;admpl;SP;M;posgrad;casado;3082;outros;B;32
LC_13899;admpl;SP;M;secundario;solt;1028;empregado;B;51
LC_13900;admpl;SP;F;primario;solt;380;empregado;F;42
LC_13901;admpl;SP;F;superior;solt;2313;empregado;B;56
LC_13902;admpl;SP;F;superior;solt;1608;empregado;B;42
LC_13903;admpl;SP;F;superior;outros;3350;empregado;F;56
LC_13904;admpl;SP;F;superior;solt;3102;outros;C;65
LC_13905;admpl;SP;F;superior;viuvo;570;empregado;B;41
LC_13906;admpl;SP;M;superior;casado;779;outros;F;48
LC_13907;inad;SP;F;superior;solt;1621;empregado;B;45
LC_13908;inad;SP;F;primario;divorciado;3227;empregado;F;35
LC_13909;inad;SP;M;primario;solt;1755;empregado;F;41
LC_13910;inad;SP;M;primario;solt;1806;autonomo;F;38
LC_13911;admpl;SP;F;secundario;solt;1340;outros;B;41
LC_13912;inad;SP;F;superior;casado;739;autonomo;F;67
LC_13913;inad;SP;F;secundario;solt;2948;autonomo;A;59
LC_13914;admpl;SP;F;secundario;casado;1898;empregado;B;43
LC_13915;inad;SP;F;superior;casado;1072;empregado;D;52
LC_13916;admpl;SP;F;secundario;casado;7021;outros;F;46
LC_13917;admpl;SP;M;superior;solt;3350;outros;E;45
LC_13918;admpl;SP;M;posgrad;solt;4294;empregado;C;58
LC_13919;admpl;SP;F;secundario;solt;2483;empregado;D;37
LC_13920;admpl;SP;F;superior;solt;804;empregado;D;49
LC_13921;admpl;SP;M;superior;solt;8040;outros;C;68
LC_13922;admpl;SP;F;superior;casado;1608;empregado;E;54
LC_13923;admpl;SP;F;primario;solt;9112;outros;F;36
LC_13924;admpl;SP;F;superior;casado;671;empregado;E;36
LC_13925;admpl;SP;F;posgrad;solt;3331;outros;B;37
LC_13926;admpl;SP;M;superior;solt;1758;empregado;F;51
LC_13927;inad;SP;F;primario;solt;1045;outros;C;69
LC_13928;admpl;SP;M;posgrad;solt;2525;empregado;E;44
LC_13929;admpl;SP;M;primario;solt;7323;empregado;F;67
LC_13930;admpl;SP;F;superior;casado;1837;empregado;F;69
LC_13931;admpl;SP;F;primario;solt;1072;empregado;E;56
LC_13932;admpl;SP;F;secundario;casado;5360;outros;F;38
LC_13933;admpl;SP;F;superior;solt;402;empregado;E;69
LC_13934;admpl;SP;F;secundario;solt;4020;empregado;B;45
LC_13935;inad;SP;F;secundario;solt;1072;autonomo;B;66
LC_13936;inad;SP;F;primario;divorciado;2366;autonomo;A;69
LC_13937;admpl;SP;F;primario;solt;516;empregado;E;52
LC_13938;admpl;SP;F;posgrad;casado;1474;empregado;D;43
LC_13939;admpl;SP;M;superior;casado;884;outros;E;51
LC_13940;admpl;SP;F;secundario;casado;4690;empregado;C;61
LC_13941;admpl;SP;F;secundario;solt;2425;empregado;B;48
LC_13942;admpl;SP;F;secundario;casado;2734;empregado;B;62
LC_13943;admpl;SP;M;primario;solt;1072;empregado;B;38
LC_13944;admpl;SP;M;superior;casado;1250;empregado;D;57
LC_13945;admpl;SP;F;secundario;casado;2010;empregado;D;55
LC_13946;inad;SP;M;primario;solt;4690;autonomo;F;69
LC_13947;admpl;SP;F;superior;solt;1953;empregado;D;58
LC_13948;admpl;SP;M;secundario;solt;2982;empregado;C;59
LC_13949;admpl;SP;F;secundario;casado;2345;outros;B;40
LC_13950;admpl;SP;F;secundario;solt;36371;empregado;D;58
